name,base_price,type,vendor
Rental Master 44,299.00,SaaS,Software Vala
Rental Online 175,399.00,Desktop,Software Vala
Rental Online 294,1499.00,Desktop,Software Vala
Rental Online 381,4999.00,Hybrid,Software Vala
Rental Online 4,0.00,Mobile,Software Vala
Rental Open Source 50,79.00,Desktop,Software Vala
Rental Plus 174,2999.00,Mobile,Software Vala
Rental Plus 306,99.00,Mobile,Software Vala
Rental Premium 68,99.00,Hybrid,Software Vala
Rental Pro 285,0.00,Offline,Software Vala
Rental Pro 366,2999.00,Mobile,Software Vala
Rental Pro 374,299.00,Mobile,Software Vala
Rental Starter 147,1999.00,Mobile,Software Vala
Rental Starter 224,4999.00,Offline,Software Vala
Rental Starter 71,79.00,Mobile,Software Vala
Rental Suite 105,199.00,SaaS,Software Vala
Rental Suite 177,399.00,Desktop,Software Vala
Rental Suite 384,49.00,Hybrid,Software Vala
Rental Suite 73,499.00,Mobile,Software Vala
Rental for .NET 30,2999.00,Offline,Software Vala
Rental for Node.js 126,799.00,Mobile,Software Vala
Rental for React 233,2999.00,Mobile,Software Vala
Resort 360 204,999.00,Mobile,Software Vala
Resort 360 403,4999.00,Mobile,Software Vala
Resort Analytics 167,0.00,Mobile,Software Vala
Resort Analytics 173,999.00,Desktop,Software Vala
Resort Analytics 243,499.00,Desktop,Software Vala
Resort Analytics 326,4999.00,Mobile,Software Vala
Resort Analytics 80,1999.00,SaaS,Software Vala
Resort Automation 235,79.00,SaaS,Software Vala
Resort Basic 48,499.00,Offline,Software Vala
Resort Basic 66,1499.00,SaaS,Software Vala
Resort Central 276,299.00,Desktop,Software Vala
Resort Cloud 120,49.00,Mobile,Software Vala
Resort Cloud 242,49.00,Offline,Software Vala
Resort Cloud 295,49.00,Hybrid,Software Vala
Resort Enterprise 263,1499.00,Desktop,Software Vala
Resort Enterprise 68,4999.00,Offline,Software Vala
Resort Expert 145,299.00,Desktop,Software Vala
Resort Hub 319,99.00,Mobile,Software Vala
Resort Hub 374,149.00,Offline,Software Vala
Resort Hub 44,2999.00,Desktop,Software Vala
Resort Intelligence 2,1499.00,Desktop,Software Vala
Resort Intelligence 9,1499.00,Mobile,Software Vala
Resort Manager 128,599.00,Mobile,Software Vala
Resort Manager 189,149.00,Desktop,Software Vala
Resort Manager 390,49.00,Desktop,Software Vala
Resort Online 51,79.00,Hybrid,Software Vala
Resort Plus 117,2999.00,Hybrid,Software Vala
Resort Pro 233,399.00,SaaS,Software Vala
Resort Starter 32,149.00,Hybrid,Software Vala
Resort Starter 406,999.00,Hybrid,Software Vala
Resort Suite 140,2999.00,SaaS,Software Vala
Resort Suite 172,29.00,Offline,Software Vala
Resort Suite 20,99.00,Hybrid,Software Vala
Restaurant Analytics 107,149.00,SaaS,Software Vala
Restaurant Automation 207,999.00,SaaS,Software Vala
Restaurant Automation 266,1499.00,Offline,Software Vala
Restaurant Basic 109,999.00,Mobile,Software Vala
Restaurant Basic 234,199.00,Desktop,Software Vala
Restaurant Basic 274,0.00,SaaS,Software Vala
Restaurant Central 162,199.00,Mobile,Software Vala
Restaurant Cloud 360,79.00,Desktop,Software Vala
Restaurant Expert 195,799.00,Offline,Software Vala
Restaurant Expert 22,199.00,Mobile,Software Vala
Restaurant Expert 25,149.00,Offline,Software Vala
Restaurant Intelligence 197,99.00,Mobile,Software Vala
Restaurant Intelligence 324,299.00,Offline,Software Vala
Restaurant Intelligence 88,299.00,Hybrid,Software Vala
Restaurant Manager 224,599.00,Offline,Software Vala
Restaurant Master 129,4999.00,SaaS,Software Vala
Restaurant Master 394,399.00,Desktop,Software Vala
Restaurant Master 413,2999.00,Hybrid,Software Vala
Restaurant Master 95,1499.00,Offline,Software Vala
Restaurant Online 23,499.00,Hybrid,Software Vala
Restaurant Premium 183,149.00,Desktop,Software Vala
Restaurant Premium 92,79.00,Offline,Software Vala
Restaurant Pro 55,149.00,Offline,Software Vala
Restaurant Starter 392,599.00,Hybrid,Software Vala
Restaurant Suite 189,1499.00,Mobile,Software Vala
Restaurant Suite 235,4999.00,Hybrid,Software Vala
Restaurant Suite 361,299.00,Offline,Software Vala
Restaurant for Flutter 221,29.00,SaaS,Software Vala
Restaurant for PHP 102,2999.00,Desktop,Software Vala
Route Analytics 325,299.00,Offline,Software Vala
Route Analytics 396,199.00,Offline,Software Vala
Route Automation 386,79.00,SaaS,Software Vala
Route Automation 41,49.00,Mobile,Software Vala
Route Automation 77,299.00,Offline,Software Vala
Route Basic 72,199.00,SaaS,Software Vala
Route Cloud 356,79.00,Offline,Software Vala
Route Enterprise 178,99.00,Desktop,Software Vala
Route Enterprise 366,299.00,Mobile,Software Vala
Route Expert 69,149.00,Desktop,Software Vala
Route Hub 105,149.00,Hybrid,Software Vala
Route Hub 143,0.00,Desktop,Software Vala
Route Hub 27,79.00,Mobile,Software Vala
Route Intelligence 13,99.00,Mobile,Software Vala
Route Intelligence 330,299.00,Offline,Software Vala
Route Intelligence 333,2999.00,Hybrid,Software Vala
Route Intelligence 60,0.00,Offline,Software Vala
Route Manager 92,49.00,SaaS,Software Vala
Route Master 375,799.00,Mobile,Software Vala
Route Online 114,799.00,Mobile,Software Vala
Route Online 251,399.00,Offline,Software Vala
Route Online 406,999.00,Hybrid,Software Vala
Route Open Source 124,1499.00,Offline,Software Vala
Route Open Source 153,299.00,SaaS,Software Vala
Route Plus 166,599.00,Hybrid,Software Vala
Route Plus 70,1999.00,Mobile,Software Vala
Route Starter 93,2999.00,Hybrid,Software Vala
Route Suite 189,79.00,Offline,Software Vala
Route Suite 213,799.00,Mobile,Software Vala
Route Suite 370,799.00,Offline,Software Vala
Route Suite 85,499.00,Desktop,Software Vala
Sales 360 225,49.00,Mobile,Software Vala
Sales 360 320,49.00,SaaS,Software Vala
Sales 360 355,49.00,Mobile,Software Vala
Sales 360 67,599.00,Offline,Software Vala
Sales Automation 166,4999.00,Hybrid,Software Vala
Sales Basic 17,99.00,Hybrid,Software Vala
Sales Basic 18,199.00,Offline,Software Vala
Sales Basic 260,4999.00,Mobile,Software Vala
Sales Central 287,599.00,Desktop,Software Vala
Sales Central 290,29.00,Offline,Software Vala
Sales Central 321,149.00,SaaS,Software Vala
Sales Central 373,799.00,Hybrid,Software Vala
Sales Central 68,99.00,SaaS,Software Vala
Sales Cloud 158,799.00,Hybrid,Software Vala
Sales Cloud 242,299.00,Desktop,Software Vala
Sales Cloud 339,999.00,Offline,Software Vala
Sales Enterprise 186,29.00,Mobile,Software Vala
Sales Enterprise 34,4999.00,SaaS,Software Vala
Sales Enterprise 368,0.00,SaaS,Software Vala
Sales Enterprise 402,49.00,Desktop,Software Vala
Sales Expert 15,299.00,Desktop,Software Vala
Sales Expert 185,1499.00,Mobile,Software Vala
Sales Expert 215,299.00,Hybrid,Software Vala
Sales Expert 31,999.00,Offline,Software Vala
Sales Expert 392,149.00,Hybrid,Software Vala
Sales Expert 65,499.00,SaaS,Software Vala
Sales Hub 214,2999.00,Mobile,Software Vala
Sales Hub 381,0.00,SaaS,Software Vala
Sales Hub 389,149.00,Desktop,Software Vala
Sales Intelligence 19,499.00,Offline,Software Vala
Sales Intelligence 192,1999.00,Offline,Software Vala
Sales Intelligence 336,99.00,Hybrid,Software Vala
Sales Intelligence 54,999.00,Hybrid,Software Vala
Sales Intelligence 99,4999.00,Mobile,Software Vala
Sales Manager 128,1499.00,SaaS,Software Vala
Sales Manager 200,49.00,Mobile,Software Vala
Sales Manager 288,29.00,Desktop,Software Vala
Sales Manager 81,399.00,Desktop,Software Vala
Sales Manager 87,0.00,Hybrid,Software Vala
Sales Master 118,799.00,Desktop,Software Vala
Sales Master 346,2999.00,Hybrid,Software Vala
Sales Master 401,149.00,SaaS,Software Vala
Sales Online 182,499.00,SaaS,Software Vala
Sales Online 332,79.00,SaaS,Software Vala
Sales Online 62,399.00,Hybrid,Software Vala
Sales Online 76,499.00,Hybrid,Software Vala
Sales Open Source 130,0.00,Hybrid,Software Vala
Sales Open Source 199,299.00,Offline,Software Vala
Sales Open Source 218,199.00,Mobile,Software Vala
Sales Open Source 272,499.00,SaaS,Software Vala
Sales Open Source 345,1999.00,SaaS,Software Vala
Sales Plus 30,79.00,Hybrid,Software Vala
Sales Plus 40,4999.00,Desktop,Software Vala
Sales Premium 342,799.00,Desktop,Software Vala
Sales Pro 399,79.00,Desktop,Software Vala
Sales Pro 46,999.00,Desktop,Software Vala
Sales Starter 180,149.00,Desktop,Software Vala
Sales Starter 262,799.00,Desktop,Software Vala
Sales Starter 302,79.00,Mobile,Software Vala
Sales for PHP 413,29.00,Offline,Software Vala
Sales for WordPress 250,1999.00,Hybrid,Software Vala
Sales for iOS 69,199.00,Desktop,Software Vala
Salesforce CRM,25.00,SaaS,Software Vala
School 360 175,1499.00,Offline,Software Vala
School 360 191,399.00,Mobile,Software Vala
School Analytics 148,599.00,Mobile,Software Vala
School Analytics 301,499.00,Mobile,Software Vala
School Basic 37,599.00,Hybrid,Software Vala
School Central 125,79.00,SaaS,Software Vala
School Central 358,99.00,Offline,Software Vala
School Cloud 230,49.00,Mobile,Software Vala
School Cloud 306,149.00,Desktop,Software Vala
School Cloud 78,1499.00,Offline,Software Vala
School Enterprise 180,2999.00,Offline,Software Vala
School Enterprise 402,79.00,Offline,Software Vala
School Expert 100,29.00,SaaS,Software Vala
School Intelligence 311,149.00,Hybrid,Software Vala
School Intelligence 49,799.00,Mobile,Software Vala
School Intelligence 70,999.00,Hybrid,Software Vala
School Manager 399,199.00,Mobile,Software Vala
School Manager 413,2999.00,Mobile,Software Vala
School Online 281,199.00,Desktop,Software Vala
School Open Source 121,0.00,Hybrid,Software Vala
School Open Source 127,29.00,Hybrid,Software Vala
School Pro 258,29.00,SaaS,Software Vala
School Solution - Complete School Management System,49999.00,subscription,Software Vala
School Starter 138,4999.00,Desktop,Software Vala
School Starter 239,2999.00,Desktop,Software Vala
School Starter 347,999.00,Offline,Software Vala
School Starter 72,1499.00,Hybrid,Software Vala
School Starter 80,999.00,Hybrid,Software Vala
School for Flutter 163,799.00,Desktop,Software Vala
School for Node.js 265,29.00,SaaS,Software Vala
School for React 193,399.00,Offline,Software Vala
Service 360 296,79.00,Desktop,Software Vala
Service 360 304,499.00,SaaS,Software Vala
Service Analytics 218,99.00,Desktop,Software Vala
Service Automation 374,299.00,Hybrid,Software Vala
Service Basic 145,499.00,SaaS,Software Vala
Service Basic 201,149.00,Desktop,Software Vala
Service Central 331,999.00,SaaS,Software Vala
Service Cloud 25,799.00,Desktop,Software Vala
Service Cloud 339,0.00,Desktop,Software Vala
Service Cloud 51,1999.00,SaaS,Software Vala
Service Enterprise 161,299.00,Hybrid,Software Vala
Service Enterprise 415,599.00,Hybrid,Software Vala
Service Hub 21,29.00,Mobile,Software Vala
Service Manager 155,79.00,Offline,Software Vala
Service Manager 305,29.00,Offline,Software Vala
Service Manager 376,29.00,Hybrid,Software Vala
Service Master 139,99.00,SaaS,Software Vala
Service Online 257,49.00,Mobile,Software Vala
Service Premium 372,799.00,Hybrid,Software Vala
Service Premium 411,1999.00,Offline,Software Vala
Service Starter 10,799.00,Hybrid,Software Vala
Service Starter 300,599.00,Hybrid,Software Vala
Shipping Analytics 51,0.00,Hybrid,Software Vala
Shipping Automation 359,49.00,Desktop,Software Vala
Shipping Automation 4,149.00,Hybrid,Software Vala
Shipping Basic 380,499.00,Hybrid,Software Vala
Shipping Basic 410,799.00,Hybrid,Software Vala
Shipping Cloud 302,1999.00,Desktop,Software Vala
Shipping Enterprise 401,1999.00,Offline,Software Vala
Shipping Hub 171,199.00,Mobile,Software Vala
Shipping Hub 204,599.00,SaaS,Software Vala
Shipping Hub 296,499.00,Mobile,Software Vala
Shipping Intelligence 271,79.00,Desktop,Software Vala
Shipping Intelligence 360,599.00,Hybrid,Software Vala
Shipping Intelligence 63,199.00,Hybrid,Software Vala
Shipping Intelligence 94,299.00,Hybrid,Software Vala
Shipping Manager 142,29.00,Hybrid,Software Vala
Shipping Manager 301,99.00,Offline,Software Vala
Shipping Master 243,49.00,Desktop,Software Vala
Shipping Online 347,0.00,Offline,Software Vala
Shipping Open Source 132,499.00,SaaS,Software Vala
Shipping Open Source 159,49.00,Hybrid,Software Vala
Shipping Plus 118,399.00,Desktop,Software Vala
Shipping Plus 230,99.00,Mobile,Software Vala
Shipping Plus 374,799.00,SaaS,Software Vala
Shipping Plus 381,149.00,SaaS,Software Vala
Shipping Plus 394,199.00,SaaS,Software Vala
Shipping Pro 6,29.00,Offline,Software Vala
Shipping Starter 303,4999.00,Mobile,Software Vala
Shipping Starter 83,999.00,Desktop,Software Vala
Shipping Suite 38,499.00,Mobile,Software Vala
Shopify,29.00,SaaS,Software Vala
Smart Accounting 118,99.00,SaaS,Software Vala
Smart Accounting 185,999.00,Mobile,Software Vala
Smart Accounting 411,399.00,Mobile,Software Vala
Smart Agent 160,199.00,Hybrid,Software Vala
Smart Agent 228,1499.00,Hybrid,Software Vala
Smart Agent 290,99.00,Desktop,Software Vala
Smart Asset 284,399.00,Desktop,Software Vala
Smart Attendance 403,149.00,Desktop,Software Vala
Smart Bakery 185,99.00,SaaS,Software Vala
Smart Banking 317,0.00,Hybrid,Software Vala
Smart Banking 87,99.00,Offline,Software Vala
Smart Booking 210,199.00,Desktop,Software Vala
Smart Cab 99,0.00,Desktop,Software Vala
Smart Cafe 190,399.00,Offline,Software Vala
Smart Cafe 276,4999.00,Hybrid,Software Vala
Smart Cafe 293,0.00,Desktop,Software Vala
Smart Cafe 320,599.00,SaaS,Software Vala
Smart Car 182,4999.00,SaaS,Software Vala
Smart Car 355,4999.00,SaaS,Software Vala
Smart Car 53,599.00,SaaS,Software Vala
Smart Car 70,4999.00,Offline,Software Vala
Smart Cloud 18,1499.00,Mobile,Software Vala
Smart Cloud 383,299.00,Mobile,Software Vala
Smart Coaching 155,499.00,Hybrid,Software Vala
Smart Coaching 229,49.00,Mobile,Software Vala
Smart Coaching 350,1499.00,Hybrid,Software Vala
Smart Container 106,4999.00,SaaS,Software Vala
Smart Courier 202,999.00,Mobile,Software Vala
Smart Customer 184,29.00,SaaS,Software Vala
Smart Customer 313,149.00,Offline,Software Vala
Smart Customer 44,0.00,Offline,Software Vala
Smart Delivery 214,199.00,Desktop,Software Vala
Smart Delivery 338,1499.00,SaaS,Software Vala
Smart Delivery 68,0.00,Hybrid,Software Vala
Smart Dental 29,49.00,SaaS,Software Vala
Smart Dental 343,299.00,Desktop,Software Vala
Smart ERP 359,29.00,Desktop,Software Vala
Smart ERP 90,1999.00,Hybrid,Software Vala
Smart Electronics 124,29.00,SaaS,Software Vala
Smart Electronics 128,299.00,Desktop,Software Vala
Smart Electronics 295,1999.00,Offline,Software Vala
Smart Electronics 3,399.00,Mobile,Software Vala
Smart Employee 24,29.00,Desktop,Software Vala
Smart Employee 36,499.00,Mobile,Software Vala
Smart Employee 50,149.00,SaaS,Software Vala
Smart Event 12,399.00,Desktop,Software Vala
Smart Event 198,299.00,SaaS,Software Vala
Smart Factory 251,599.00,Mobile,Software Vala
Smart Factory 374,49.00,SaaS,Software Vala
Smart Fleet 128,499.00,SaaS,Software Vala
Smart Fleet 274,0.00,Hybrid,Software Vala
Smart Fleet 330,1499.00,Hybrid,Software Vala
Smart Fleet 45,1499.00,Hybrid,Software Vala
Smart Flight 119,1499.00,Desktop,Software Vala
Smart Food 240,2999.00,Offline,Software Vala
Smart Food 358,29.00,Desktop,Software Vala
Smart Food 57,799.00,Offline,Software Vala
Smart Freight 283,599.00,Mobile,Software Vala
Smart Garage 202,1499.00,Mobile,Software Vala
Smart Garage 237,2999.00,Hybrid,Software Vala
Smart Garage 86,29.00,Offline,Software Vala
Smart Grocery 78,1499.00,Desktop,Software Vala
Smart HRMS 47,79.00,Offline,Software Vala
Smart Helpdesk 126,999.00,Desktop,Software Vala
Smart Helpdesk 134,599.00,SaaS,Software Vala
Smart Hospital 118,29.00,SaaS,Software Vala
Smart Hotel 306,4999.00,SaaS,Software Vala
Smart Hotel 331,1499.00,SaaS,Software Vala
Smart Housing 178,79.00,Mobile,Software Vala
Smart Invoice 102,149.00,Mobile,Software Vala
Smart Invoice 180,299.00,Desktop,Software Vala
Smart Kitchen 180,1499.00,SaaS,Software Vala
Smart Kitchen 388,199.00,Mobile,Software Vala
Smart Kitchen 58,2999.00,SaaS,Software Vala
Smart Lab 345,1999.00,Offline,Software Vala
Smart Lab 347,199.00,SaaS,Software Vala
Smart Land 55,0.00,Hybrid,Software Vala
Smart Lead 100,799.00,Offline,Software Vala
Smart Lead 94,1499.00,Offline,Software Vala
Smart Learning 341,79.00,Desktop,Software Vala
Smart Library 209,2999.00,Hybrid,Software Vala
Smart Library 288,149.00,Mobile,Software Vala
Smart Library 403,199.00,Offline,Software Vala
Smart Loan 336,599.00,Hybrid,Software Vala
Smart MRP 148,149.00,Offline,Software Vala
Smart MRP 157,799.00,Mobile,Software Vala
Smart Medical 81,499.00,Hybrid,Software Vala
Smart Multi-vendor 371,29.00,Hybrid,Software Vala
Smart Multi-vendor 5,1999.00,Hybrid,Software Vala
Smart Parking 184,4999.00,Desktop,Software Vala
Smart Patient 250,49.00,SaaS,Software Vala
Smart Patient 370,1499.00,Hybrid,Software Vala
Smart Patient 55,4999.00,Hybrid,Software Vala
Smart Payroll 165,1999.00,Offline,Software Vala
Smart Payroll 232,1499.00,Desktop,Software Vala
Smart Payroll 27,149.00,Offline,Software Vala
Smart Payroll 395,499.00,Hybrid,Software Vala
Smart Performance 161,0.00,Desktop,Software Vala
Smart Performance 17,0.00,Desktop,Software Vala
Smart Performance 306,199.00,Desktop,Software Vala
Smart Pharmacy 313,0.00,Desktop,Software Vala
Smart Pharmacy 56,999.00,SaaS,Software Vala
Smart Pipeline 63,99.00,Hybrid,Software Vala
Smart Quality 368,399.00,Desktop,Software Vala
Smart Rental 397,299.00,Hybrid,Software Vala
Smart Resort 318,199.00,SaaS,Software Vala
Smart Restaurant 115,599.00,Desktop,Software Vala
Smart Restaurant 415,499.00,Hybrid,Software Vala
Smart Route 101,0.00,Mobile,Software Vala
Smart Route 134,999.00,Hybrid,Software Vala
Smart Route 25,0.00,Offline,Software Vala
Smart Sales 137,0.00,SaaS,Software Vala
Smart Sales 179,999.00,Hybrid,Software Vala
Smart Sales 331,799.00,Offline,Software Vala
Smart School 234,399.00,Hybrid,Software Vala
Smart Shipping 246,79.00,Hybrid,Software Vala
Smart Shipping 257,299.00,Hybrid,Software Vala
Smart Shipping 313,29.00,SaaS,Software Vala
Smart Table 355,49.00,SaaS,Software Vala
Smart Table 384,299.00,Hybrid,Software Vala
Smart Tax 143,599.00,Mobile,Software Vala
Smart Telemedicine 101,499.00,Mobile,Software Vala
Smart Time 367,299.00,SaaS,Software Vala
Smart Time 391,99.00,Mobile,Software Vala
Smart Tour 296,0.00,Desktop,Software Vala
Smart Tour 55,2999.00,Desktop,Software Vala
Smart Tour 89,4999.00,Offline,Software Vala
Smart Travel 227,1999.00,Mobile,Software Vala
Smart Travel 273,79.00,Desktop,Software Vala
Smart University 11,799.00,Mobile,Software Vala
Smart University 122,149.00,Desktop,Software Vala
Smart University 368,49.00,Offline,Software Vala
Smart Vehicle 134,29.00,SaaS,Software Vala
Smart Vehicle 214,599.00,Mobile,Software Vala
Smart Vehicle 320,1499.00,Desktop,Software Vala
Smart Vehicle 49,1999.00,Offline,Software Vala
Smart Warehouse 170,1999.00,Mobile,Software Vala
Smart Warehouse 54,49.00,Offline,Software Vala
Smart Wholesale 143,49.00,Offline,Software Vala
Smart Wholesale 260,199.00,SaaS,Software Vala
Student Analytics 106,0.00,Offline,Software Vala
Student Analytics 13,99.00,Desktop,Software Vala
Student Analytics 369,29.00,Desktop,Software Vala
Student Automation 352,499.00,Mobile,Software Vala
Student Automation 4,149.00,Mobile,Software Vala
Student Basic 17,49.00,Desktop,Software Vala
Student Central 108,0.00,Mobile,Software Vala
Student Central 26,599.00,SaaS,Software Vala
Student Central 286,29.00,SaaS,Software Vala
Student Central 317,999.00,Offline,Software Vala
Student Central 356,599.00,Hybrid,Software Vala
Student Enterprise 326,199.00,Hybrid,Software Vala
Student Enterprise 376,2999.00,Mobile,Software Vala
Student Expert 316,2999.00,SaaS,Software Vala
Student Expert 95,1499.00,Hybrid,Software Vala
Student Hub 309,2999.00,Desktop,Software Vala
Student Hub 337,4999.00,Hybrid,Software Vala
Student Intelligence 33,4999.00,Desktop,Software Vala
Student Intelligence 97,299.00,Mobile,Software Vala
Student Master 205,199.00,Desktop,Software Vala
Student Master 84,29.00,Mobile,Software Vala
Student Online 101,999.00,Mobile,Software Vala
Student Online 380,399.00,Offline,Software Vala
Student Open Source 190,799.00,SaaS,Software Vala
Student Plus 287,499.00,Mobile,Software Vala
Student Pro 114,799.00,Offline,Software Vala
Student Pro 133,2999.00,Offline,Software Vala
Student Pro 271,79.00,Desktop,Software Vala
Student Pro 371,599.00,Mobile,Software Vala
Student Suite 136,799.00,Desktop,Software Vala
Student for React 144,99.00,Desktop,Software Vala
Super Accounting 198,4999.00,Offline,Software Vala
Super Accounting 208,1999.00,Hybrid,Software Vala
Super Accounting 379,799.00,Hybrid,Software Vala
Super Agent 363,0.00,SaaS,Software Vala
Super Asset 71,149.00,Mobile,Software Vala
Super Auto 111,499.00,SaaS,Software Vala
Super Auto 131,0.00,Offline,Software Vala
Super Auto 14,799.00,Offline,Software Vala
Super Auto 340,1999.00,Mobile,Software Vala
Super Bakery 223,299.00,Hybrid,Software Vala
Super Banking 145,0.00,Offline,Software Vala
Super Banking 344,599.00,Desktop,Software Vala
Super Booking 16,0.00,Desktop,Software Vala
Super Booking 3,399.00,SaaS,Software Vala
Super Booking 54,149.00,Offline,Software Vala
Super Cab 217,29.00,Offline,Software Vala
Super Cab 417,499.00,Hybrid,Software Vala
Super Cab 46,199.00,Hybrid,Software Vala
Super Car 200,2999.00,Desktop,Software Vala
Super Car 315,0.00,SaaS,Software Vala
Super Car 383,399.00,SaaS,Software Vala
Super Clinic 254,0.00,Offline,Software Vala
Super Cloud 163,29.00,Offline,Software Vala
Super Coaching 143,79.00,Mobile,Software Vala
Super Construction 3,99.00,Mobile,Software Vala
Super Construction 408,49.00,Offline,Software Vala
Super Container 165,49.00,Hybrid,Software Vala
Super Container 18,399.00,SaaS,Software Vala
Super Container 222,399.00,Offline,Software Vala
Super Container 399,599.00,Offline,Software Vala
Super Courier 119,799.00,Desktop,Software Vala
Super Courier 177,499.00,Mobile,Software Vala
Super Dental 103,799.00,SaaS,Software Vala
Super Dental 262,79.00,Hybrid,Software Vala
Super E-commerce 33,149.00,Offline,Software Vala
Super E-commerce 70,399.00,Mobile,Software Vala
Super Employee 227,2999.00,Offline,Software Vala
Super Exam 241,999.00,SaaS,Software Vala
Super Factory 64,0.00,SaaS,Software Vala
Super Fashion 176,599.00,Offline,Software Vala
Super Fleet 343,149.00,Offline,Software Vala
Super Fleet 358,2999.00,SaaS,Software Vala
Super Fleet 388,79.00,Hybrid,Software Vala
Super Fleet 390,499.00,SaaS,Software Vala
Super Food 193,999.00,Offline,Software Vala
Super Freight 100,1999.00,Offline,Software Vala
Super Freight 298,49.00,Hybrid,Software Vala
Super Freight 345,999.00,Desktop,Software Vala
Super Freight 346,149.00,Desktop,Software Vala
Super Garage 39,99.00,Offline,Software Vala
Super HRMS 139,4999.00,SaaS,Software Vala
Super Hotel 309,29.00,Offline,Software Vala
Super Hotel 360,1999.00,Hybrid,Software Vala
Super Housing 346,79.00,Mobile,Software Vala
Super Inventory 119,799.00,Desktop,Software Vala
Super Inventory 189,29.00,SaaS,Software Vala
Super Inventory 191,4999.00,SaaS,Software Vala
Super Investment 322,2999.00,Hybrid,Software Vala
Super Investment 351,599.00,Offline,Software Vala
Super Investment 5,1999.00,Hybrid,Software Vala
Super Investment 62,79.00,Hybrid,Software Vala
Super Kitchen 288,799.00,Offline,Software Vala
Super Lab 22,0.00,Mobile,Software Vala
Super Lab 266,599.00,Mobile,Software Vala
Super Lab 385,0.00,Desktop,Software Vala
Super Lab 410,2999.00,Hybrid,Software Vala
Super Lab 68,99.00,Hybrid,Software Vala
Super Land 403,799.00,Hybrid,Software Vala
Super Land 81,799.00,Offline,Software Vala
Super Lead 296,499.00,Hybrid,Software Vala
Super Lead 365,599.00,Hybrid,Software Vala
Super Lead 66,29.00,Desktop,Software Vala
Super Learning 290,49.00,Offline,Software Vala
Super Leave 141,149.00,SaaS,Software Vala
Super Load 104,149.00,Mobile,Software Vala
Super Loan 42,49.00,Mobile,Software Vala
Super MRP 369,799.00,Offline,Software Vala
Super Medical 190,199.00,Mobile,Software Vala
Super Medical 23,199.00,Offline,Software Vala
Super Medical 265,0.00,Offline,Software Vala
Super Medical 398,399.00,Hybrid,Software Vala
Super Medical 405,4999.00,Hybrid,Software Vala
Super Multi-vendor 63,999.00,Mobile,Software Vala
Super Online 382,49.00,Hybrid,Software Vala
Super Online 47,399.00,Mobile,Software Vala
Super POS 134,99.00,Desktop,Software Vala
Super Patient 245,799.00,Desktop,Software Vala
Super Payroll 190,49.00,Hybrid,Software Vala
Super Payroll 228,4999.00,Mobile,Software Vala
Super Payroll 29,999.00,Desktop,Software Vala
Super Payroll 43,499.00,SaaS,Software Vala
Super Performance 255,149.00,Desktop,Software Vala
Super Pharmacy 169,79.00,Mobile,Software Vala
Super Pharmacy 207,199.00,SaaS,Software Vala
Super Pharmacy 231,79.00,Desktop,Software Vala
Super Pipeline 213,799.00,Offline,Software Vala
Super Production 162,4999.00,SaaS,Software Vala
Super Production 277,4999.00,SaaS,Software Vala
Super Property 261,499.00,Hybrid,Software Vala
Super Quality 51,799.00,Desktop,Software Vala
Super Real 182,2999.00,Mobile,Software Vala
Super Recruitment 26,499.00,Hybrid,Software Vala
Super Rental 265,199.00,SaaS,Software Vala
Super Rental 283,49.00,Desktop,Software Vala
Super Rental 362,2999.00,Hybrid,Software Vala
Super Restaurant 323,2999.00,SaaS,Software Vala
Super Sales 117,149.00,Desktop,Software Vala
Super School 409,29.00,Offline,Software Vala
Super Service 5,149.00,Desktop,Software Vala
Super Student 149,199.00,Desktop,Software Vala
Super Student 285,999.00,Hybrid,Software Vala
Super Student 323,49.00,Offline,Software Vala
Super Supply 123,599.00,Offline,Software Vala
Super Supply 358,199.00,SaaS,Software Vala
Super Table 211,999.00,SaaS,Software Vala
Super Table 243,1999.00,Mobile,Software Vala
Super Table 365,199.00,Offline,Software Vala
Super Tax 212,599.00,Offline,Software Vala
Super Tax 403,4999.00,Mobile,Software Vala
Super Telemedicine 139,999.00,Mobile,Software Vala
Super Telemedicine 153,49.00,Offline,Software Vala
Super Telemedicine 281,149.00,Desktop,Software Vala
Super Telemedicine 324,199.00,SaaS,Software Vala
Super Ticket 141,499.00,Hybrid,Software Vala
Super Time 288,1999.00,SaaS,Software Vala
Super Time 35,499.00,Offline,Software Vala
Super Time 379,599.00,Offline,Software Vala
Super Time 8,1499.00,Mobile,Software Vala
Super Tour 174,79.00,Desktop,Software Vala
Super Tour 179,1499.00,SaaS,Software Vala
Super Tour 212,99.00,Hybrid,Software Vala
Super University 328,2999.00,Hybrid,Software Vala
Super University 373,499.00,Mobile,Software Vala
Super Vehicle 327,79.00,Mobile,Software Vala
Super Vehicle 69,99.00,Mobile,Software Vala
Super Wholesale 301,199.00,Offline,Software Vala
Supply 360 14,1999.00,Offline,Software Vala
Supply 360 237,799.00,Mobile,Software Vala
Supply 360 239,999.00,Offline,Software Vala
Supply Analytics 353,299.00,Desktop,Software Vala
Supply Analytics 398,599.00,Offline,Software Vala
Supply Automation 206,999.00,Mobile,Software Vala
Supply Automation 395,599.00,Desktop,Software Vala
Supply Basic 40,49.00,Offline,Software Vala
Supply Central 113,2999.00,SaaS,Software Vala
Supply Central 330,999.00,Mobile,Software Vala
